;evt_type_num;1103_prev;1103_post;1109_prev;1109_post;1111_prev;1111_post;1113_prev;1113_post;1115_prev;1115_post;1117_prev;1117_post;1119_prev;1119_post;1121_prev;1121_post;1123_prev;1123_post;1125_prev;1125_post;1134_prev;1134_post;1136_prev;1136_post;1164_prev;1164_post;1166_prev;1166_post;1170_prev;1170_post;1178_prev;1178_post;1180_prev;1180_post;1182_prev;1182_post;1188_prev;1188_post;1190_prev;1190_post;1196_prev;1196_post;1210_prev;1210_post;1216_prev;1216_post;1218_prev;1218_post;1487_prev;1487_post;1972462773_prev;1972462773_post;2884620857_prev;2884620857_post;3246631463_prev;3246631463_post;4464520745_prev;4464520745_post;5281267026_prev;5281267026_post;5465536958_prev;5465536958_post;5465551953_prev;5465551953_post;5465600229_prev;5465600229_post;6029388272_prev;6029388272_post;6064027586_prev;6064027586_post;6064027597_prev;6064027597_post;6064061663_prev;6064061663_post;6064071199_prev;6064071199_post;6064100661_prev;6064100661_post;6064411646_prev;6064411646_post;6066147434_prev;6066147434_post;6071542409_prev;6071542409_post;6072675642_prev;6072675642_post;6074370064_prev;6074370064_post;6082462464_prev;6082462464_post;6097787339_prev;6097787339_post;6100944762_prev;6100944762_post;6100954493_prev;6100954493_post;6100958508_prev;6100958508_post;6100971872_prev;6100971872_post;6100986271_prev;6100986271_post;6100996664_prev;6100996664_post;6101017092_prev;6101017092_post;6101025570_prev;6101025570_post;6101071505_prev;6101071505_post;6101130962_prev;6101130962_post;6101688611_prev;6101688611_post;6101705982_prev;6101705982_post;6101798974_prev;6101798974_post;6103192580_prev;6103192580_post;6108364993_prev;6108364993_post;6108824655_prev;6108824655_post;6111532602_prev;6111532602_post;6111932208_prev;6111932208_post;6112341779_prev;6112341779_post;6112715950_prev;6112715950_post;6112959031_prev;6112959031_post;6113912545_prev;6113912545_post;6368901817_prev;6368901817_post;7163029317_prev;7163029317_post;7604445879_prev;7604445879_post;7604684006_prev;7604684006_post;7691882320_prev;7691882320_post;7699615719_prev;7699615719_post;890896994_prev;890896994_post;890904439_prev;890904439_post;9092741870_prev;9092741870_post;9092758665_prev;9092758665_post;MAIN_OPERATION;ROLE_COUNT;FLAG_ID_STORNO_APPROVE;STORNO_APPROVE_FLAG;FLAG_BK_PIN;BK_PIN_FLAG
3566;16;;;;;;;;;;;;;;;;;1;0;0.0;1.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;1.0;2.0;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1643020815;1;;0
3530;5;2.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;3;0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;0.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;0.0;;;;;0;1;;0;;0
6035;11;1.0;0.0;0.0;1.0;;;;;;;;;;;;;1;0;;;;;1.0;2.0;;;;;1.0;1.0;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;2.0;0.0;;;1.0;1.0;;;;;;;;;;;;;;;;;7.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;1.0;0.0;;;;;0;1;4137406676;1;;0
7395;7;1.0;0.0;;;;;;;;;;;;;;;3;3;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
9056;3;2.0;0.0;0.0;2.0;;;;;;;4.0;0.0;4.0;0.0;;;4;0;0.0;6.0;8.0;2.0;4.0;0.0;;;;;10.0;0.0;;;;;;;;;;;;;;;18.0;4.0;;;;;;;;;;;;;10.0;0.0;;;2.0;0.0;;;;;;;;;;;;;10.0;14.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;7842968970;1;;0
1272;7;;;;;;;;;;;;;;;;;1;0;1.0;0.0;;;2.0;0.0;;;;;6.0;0.0;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;6.0;0.0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
167;7;1.0;2.0;;;;;;;;;;;1.0;0.0;;;1;0;;;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
9376;8;1.0;2.0;0.0;2.0;4.0;0.0;;;;;;;;;;;1;0;;;1.0;0.0;1.0;0.0;;;;;1.0;0.0;;;;;;;;;;;;;;;6.0;0.0;;;;;;;;;;;;;1.0;0.0;;;1.0;0.0;;;;;;;;;;;;;3.0;3.0;;;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;5.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
2172;16;3.0;2.0;2.0;3.0;;;;;;;;;;;;;2;2;2.0;2.0;1.0;0.0;2.0;1.0;;;;;4.0;3.0;;;;;;;;;;;;;;;4.0;0.0;;;;;;;;;;;;;2.0;3.0;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;11219647001;1;;0
12078;7;;;;;;;;;;;;;;;;;1;0;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;0.0;;;;;;;;;0;0;;0;;0
1599;7;;;;;;;;;;;;;2.0;0.0;;;1;5;1.0;0.0;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;4.0;0.0;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
2897;3;2.0;2.0;1.0;3.0;;;;;;;;;1.0;0.0;;;1;2;;;1.0;1.0;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;1.0;;;1.0;0.0;;;;;;;;;;;;;8.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;1245089107;1;;0
7894;12;2.0;2.0;1.0;3.0;;;;;;;;;;;;;1;1;2.0;0.0;;;1.0;0.0;1.0;1.0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;5.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;4539013597;1;;0
4703;6;0.0;2.0;;;4.0;1.0;;;;;;;;;;;2;0;3.0;0.0;4.0;0.0;1.0;0.0;;;;;1.0;0.0;;;;;;;;;;;1.0;0.0;;;6.0;0.0;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;4.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
4592;13;2.0;1.0;1.0;2.0;;;;;;;;;;;;;2;1;;;;;1.0;1.0;;;;;2.0;1.0;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;;5.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;1.0;0.0;;;;;;;0;2;3620277471;1;;0
5187;8;;;;;;;;;;;;;1.0;0.0;;;1;2;;;;;3.0;1.0;;;;;8.0;0.0;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;0.0;1.0;6.0;0.0;;;1.0;0.0;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
10713;7;1.0;0.0;;;;;;;;;;;;;;;1;0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
7047;4;8.0;3.0;7.0;3.0;0.0;1.0;;;;;;;;;;;5;1;;;6.0;0.0;3.0;1.0;;;;;0.0;3.0;;;;;;;;;;;;;;;5.0;0.0;;;;;;;;;1.0;0.0;;;0.0;3.0;;;;;;;;;;;;;;;;;2.0;1.0;;;0.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;2.0;0.0;;;;;0;1;;0;;0
7100;24;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
780;1;1.0;0.0;0.0;1.0;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;10566420149;1
3089;4;2.0;0.0;1.0;0.0;;;;;;;;;;;0.0;1.0;3;0;1.0;0.0;;;1.0;0.0;1.0;0.0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;3.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;1338558797;1;;0
175;1;2.0;0.0;;;;;;;;;;;;;;;2;0;;;;;1.0;0.0;;;;;5.0;0.0;;;;;;;;;;;;;;;4.0;0.0;;;;;;;;;;;;;5.0;0.0;;;2.0;0.0;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;4.0;0.0;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;1012335683;1;;0
3644;6;1.0;0.0;;;;;;;;;;;;;;;2;0;2.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;1;1;;0;279246451;1
5705;5;;;;;;;;;;;;;;;;;4;0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;0.0;;;;;0;0;;0;;0
926;13;;;;;;;;;;;;;5.0;0.0;;;1;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;4.0;;;;;;;;;;;;;;;0;0;;0;;0
1857;2;;;;;;;;;;;;;;;;;1;0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;0;0;;0;;0
10377;6;1.0;0.0;0.0;1.0;;;;;;;;;;;;;3;0;;;5.0;1.0;1.0;0.0;;;;;1.0;0.0;;;;;;;;;;;;;;;10.0;3.0;;;;;;;;;;;;;1.0;0.0;;;0.0;1.0;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;8633272158;1;;0
11880;4;1.0;0.0;0.0;1.0;;;0.0;1.0;;;;;;;;;1;0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;1;1;9521822503;1;;0
7046;15;1.0;2.0;0.0;2.0;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;4324930292;1;;0
8189;16;1.0;1.0;0.0;1.0;;;;;;;;;;;;;2;0;;;2.0;1.0;1.0;1.0;;;;;1.0;2.0;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;1.0;2.0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;5284311964;1;;0
1847;6;2.0;1.0;1.0;2.0;;;;;;;;;;;;;1;1;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;1.0;0.0;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;0;2;11067934583;1;;0
7286;8;1.0;1.0;1.0;1.0;;;;;;;;;2.0;0.0;;;1;0;;;0.0;1.0;1.0;0.0;;;;;1.0;0.0;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;5.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;0;0;;0;;0
6772;5;;;;;;;;;;;;;;;;;2;0;2.0;0.0;;;1.0;1.0;;;;;2.0;4.0;;;;;;;;;;;;;;;2.0;2.0;;;;;;;;;;;;;2.0;3.0;;;1.0;1.0;;;;;;;;;;;;;2.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;4270179990;1
6046;17;1.0;1.0;;;;;;;;;;;;;;;1;0;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;4139011321;1;;0
12030;19;1.0;1.0;0.0;1.0;;;;;;;;;;;;;4;4;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;0;1;;0;;0
6743;8;2.0;0.0;1.0;1.0;;;;;;;;;;;;;1;0;3.0;2.0;2.0;0.0;3.0;2.0;;;;;23.0;27.0;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;1.0;0.0;;;21.0;26.0;;;3.0;0.0;3.0;0.0;;;;;;;;;;;6.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;0;1;;0;;0
4954;17;3.0;1.0;3.0;1.0;1.0;0.0;;;;;;;;;0.0;1.0;1;0;1.0;0.0;3.0;2.0;4.0;1.0;;;;;9.0;3.0;;;;;;;;;;;;;;;3.0;3.0;;;;;;;;;;;;;10.0;3.0;;;;;;;;;;;;;;;;;3.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
8345;17;1.0;0.0;1.0;0.0;;;;;;;;;;;3.0;0.0;1;0;4.0;0.0;;;2.0;0.0;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;2.0;0.0;;;5.0;0.0;;;;;;;;;;;;;5.0;0.0;;;;;;;;;;;;;;;;;;;6.0;0.0;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;0;1;;0;;0
7118;8;0.0;1.0;0.0;1.0;;;;;;;;;;;;;3;0;1.0;0.0;;;2.0;1.0;;;;;18.0;1.0;;;;;;;;;;;;;;;3.0;1.0;2.0;0.0;;;;;;;;;2.0;0.0;18.0;1.0;;;2.0;0.0;;;;;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;4.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
11893;9;3.0;3.0;3.0;3.0;;;;;;;;;3.0;0.0;;;6;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;0;0;9526341477;1;;0
6466;2;1.0;0.0;0.0;1.0;;;;;;;;;;;;;1;0;;;;;2.0;1.0;;;;;6.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;2.0;;;;;;;;;;;;;;;;;4.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;0;1;;0;;0
7265;11;3.0;0.0;2.0;0.0;;;;;;;;;;;;;1;0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;4375916059;1;4375786253;1
2607;3;;;;;;;;;;;;;;;;;4;0;3.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;11433305626;1
9998;7;2.0;0.0;1.0;0.0;3.0;0.0;;;;;;;;;;;1;0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
3942;7;1.0;0.0;;;;;;;;;;;;;;;1;3;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
8650;7;1.0;0.0;;;;;;;;;;;;;;;3;2;0.0;1.0;2.0;0.0;1.0;0.0;;;;;2.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;4.0;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
7784;7;2.0;0.0;1.0;0.0;;;;;;;;;3.0;0.0;;;3;0;;;1.0;0.0;2.0;0.0;;;;;9.0;6.0;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;1.0;0.0;;;7.0;7.0;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;0;1;;0;;0
9826;5;1.0;0.0;;;;;;;;;;;;;;;1;1;8.0;2.0;7.0;1.0;3.0;1.0;;;;;10.0;7.0;;;;;;;;;;;;;;;10.0;1.0;;;;;;;;;;;;;10.0;7.0;;;2.0;0.0;;;;;;;;;;;;;5.0;2.0;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;8297807429;1
5670;8;1.0;0.0;0.0;1.0;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
7272;1;2.0;0.0;;;;;;;;;;;;;;;1;0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;1;1;;0;4376825417;1
11765;4;2.0;0.0;1.0;1.0;;;;;;;;;;;;;1;0;0.0;2.0;3.0;1.0;;;;;;;;;;;;;;;;;;;;;;;14.0;4.0;;;;;;;;;;;;;;;;;10.0;2.0;;;;;;;;;;;;;4.0;2.0;;;;;;;;;;;;;;;0.0;1.0;;;8.0;2.0;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;9440865422;1;;0
4087;7;1.0;0.0;;;;;;;;;;;;;;;2;1;;;3.0;1.0;0.0;1.0;;;;;;;;;;;;;;;;;;;;;6.0;4.0;;;;;;;;;1.0;0.0;;;;;;;0.0;2.0;0.0;2.0;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;;;;;0;1;;0;;0
8079;13;1.0;0.0;1.0;0.0;;;;;;;;;1.0;0.0;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;0;0;;0;;0
1895;4;1.0;2.0;0.0;3.0;;;;;;;;;;;;;1;7;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
9426;8;;;;;;;;;;;;;3.0;0.0;;;1;0;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;4.0;0.0;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
11230;1;2.0;1.0;1.0;2.0;;;;;;;;;;;1.0;0.0;1;0;1.0;0.0;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;;0;;0
5584;1;1.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;2.0;0.0;1;0;8.0;0.0;;;1.0;1.0;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;2.0;0.0;;;;;;;;;;;;;8.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;4045319606;1;;0
11497;5;;;;;;;;;;;;;;;;;2;0;;;6.0;1.0;;;;;;;;;;;;;;;;;;;;;;;12.0;3.0;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;7.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;1.0;2.0;1.0;;;;;0;0;;0;;0
